KJERSTI H. BAEZ
PETER SINGER
EDUARDO GALEANO
N. H. THOMPSON
KATHLEEN ANN GOONAN
GEORGE BARKER
ARIANNA HUFFINGTON
LOWELL CAUFFIEL
DENYS CAZET
H. GLUCK
FRANÇOIS MASPÉRO
ADELINE YEN MAH
MICHAEL RYAN
LENN REDMAN
 DR. HESSAYON
STING
TONG SU
E. ADAMSON HOEBEL
MARK JUERGENSMEYER
LUCY POSHEK
MARK SPARKY STENSAAS
TIM CAHILL
STUART TIMMONS
MARY ANN MITCHELL
FLORENCE SCOVEL-SHINN
LIND
RAYMOND CARVER
NICK PAGE
CYRUS CASSELLS
W. R. PHILBRICK
BRIAN KILCOMMONS
ROBERT F. PANARA
CYNTHIA VOIGT
HEATHER MCNAMARA
JOHN COLAPINTO
ANNA LAPPÉ
VERONICA MCBRIDE
JAMES GOODWILL
STUART DYBEK
CAROLYN GREENE
JEAN-JACQUES SEMPÉ
JOANNE M. DOCHTERMAN PHD  RN  FAAN
DIETRICH DÖRNER
BONNIE BURNARD
DENIS WAITLEY
DIETER WELLERSHOFF
ORIANA FALLACI
SUELETTE DREYFUSS
HALIL CIBRAN
VALERIE MARSH
GRETE OST
LUCY BAUER FOOTLIK
TENAYA DARLINGTON
NICOLA TAURASO
JAMIE S. RICH
JANICE GRAHAM
EDWARD M. HALLOWELL (INTRODUCTION)
SELLERS
ROBERT HALF
D. J. DONALDSON
JACK WELCH
CONSUMER REPORTS BOOKS
MAUREEN BRADLEY
AUGUST STRINDBERG
RICK PITINO
DAVID EDDINGS
PIERRE SALOMON
DR. CYRIL WECHT
DANIELA E. SCHREIER
RICK MEYEROWITZ
DEAN KOONTZ
ARTURO BAREA
PAULA CHRISTOPHER
JUAN KATTAN-IBARRA
JOAN LOWERY NIXON
AMY MANDELKER
ROBIN WILLIAMS
BRAD DIMOCK
MOLLY GILFORD
SUSAN RICHARDS SHREVE
BÉATRICE DURAND
STEVE MOSS
JANET LAUREL
BURTON RAFFEL
PAUL ZINDEL
ANDREW MATTHEWS
PAUL LESTER
ROBERTO MARCHIORI
MARY PACKARD
MEERA NAIR
MADELINE HUNTER
THOMAS WARBURTON
J. D. SALINGER
JONATHON LAZEAR
JEROME K. JEROME
ROBIN BAILEY
MICHELLE SLATALLA
TIMOTHY B. BENFORD
LEONARD MALTIN
JACQUES RÉDA
MURIEL JENSEN
BETTY FRIEDAN
JONAS RIDDERSTRALE
RICHARD HESCOX
DOMINIC O'BRIEN
CAROL HIMSEL DALY
DALYA BILU
ALEXANDER SOLZHENITSYN
CHRISTIAN GAUSS
DOROTHY STERLING
STUART PAWSON
ELEANOR WACHTEL
DELANO AMES
BROOKE HASTINGS
SOPHIE KINSELLA
RICHARD OLNEY
PETER NIESEWAND
WILTON BARNHARDT
JEAN-PHILIPPE TOUSSAINT
LORETTA MOWAT
AMY HASSINGER
PATRICK DEMARCHELIER
TONINO BENACQUISTA
NIKOS STANGOS
SUSANNA TAMARO
HIRSCHFIELD
WILLIAM C. KLATTE
ALAN MOORE
ROBERT J. RINGER
NIKKI RIVERS
LYDIA Y MINATOYA
TESSA DE LOO
JAMES HILTON
LISA HAMMEL
NEAL GABLER
DICK BRUNA
JACKIE MERRITT
GEORGE CHAPMAN
ELEANOR TAYLOR BLAND
ANNE MARIE DUQUETTE
LEONARD STERN
PAM RYAN
EMILY BRONTE
MAXIE D DUNNAM
ALAN EPSTEIN
JEAN DOMINIQU BAUBY
BETH NIMMO
G GODWIN
H. RIDER HAGGARD
ROGER SHERMAN LOOMIS
CAROL GUESS
SHELLY BURTON
NORMAN ROCKWELL
BILL MCCARTNEY
NANCY ATHERTON
SALLY BEAUMAN
ARTHUR HUGHES
YAHIYA EMERICK
FLORA RHETA SCHREIBER
SUSANNE LANGE
JOHN WELCHMAN
MARGARET DOBSON
JOHN HARRISSON
 ETAL. LADEMAN
HAROLD M. SILVERMAN
JOHN BURGOYNE
LOUISE RAFKIN
SEAN O'BRIEN STRUB
H. JEROME FREIBERG
IRENE ALLEN
CYNTHIA L. COPELAND
ANGELES ARRIEN
WALLY LAMB
LEAH RUTH ROBINSON
JOAN ELLIOT PICKART
JENNIFER HEDDLER
WOLFGANG NEUHAUS
KAREN BENDER
W. G. SHEPHERD
LEWIS CARROLL
SYDNEY J. VAN SCYOC
JODY LEE
J. KAPISTRAM BOTT
THOMAS R. SCHMIDT
DIANA WINKFIELD
WAYNE W. DYER
MEL CURTIS
ROBERT LACEY
DEBORAH HILL
LETTY COTTIN POGREBIN
RICHARD HEWITT
JANE HITCHCOCK
PADDY RYAN
RUTH JEAN DALE
POPE JOHN PAUL II
ARNULF ZITELMANN
BILL WATTERSON
TRINA SCHART HYMAN
HUGH COLLINS
GABRIEL GARCIA MARQUEZ
JOSHUA LEVINE
CHRIS ADRIAN
RICHARD N. BOLLES
SARAH ZETTEL
SUSAN M. LOVE M.D.
DAVID PAYNE
AUGUSTA TROBAUGH
RICHARD OWEN
ANNA MAXTED
WARREN FARRELL PH.D.
CASEY CLAYBOURNE
PAUL WARE
DOMINIC O'BRIAN
ROGER A. CARAS
JOHN EDWARD
MICHAEL MATTHEWS
MYRA SCHNEIDER
HOLLY HALVERSON
JOHN WEISMAN
JANE STERN
ROY
JOHN R. NEILL
BOBBY HUTCHINSON
MATTHEW J. COSTELLO
SAM SHEPARD
M. THERESE YOUNG
JERRY SMATH
IVY LANDON
RUNNING PRESS
PETE
JUDY ROSENBERG
JEAN M. AUEL
ADRIENNE JANSEN
LEE HOFFMAN
B. DOBBINS
SENA JETER NASLUND
BONNIE ALTENHEIN
WILLIAM HOFFER
LAURA FISHER  KAISER
MARC IAN BARASCH
DANIELLE TRENT
LINDA BARKER
LISA POTTS
ANNE COLIN DU TERRAIL
A.G. MOJTABAI
STEVE  PIECZENIK
PAUL BAGDON
PETER MAY
J. ORDE
DWIGHT ALLEN
ELIZABETH JANE HOWARD
JAMIE STAMPER
ADAM MCCAULEY
STEVE METZGER
DENNIS COVINGTON
LAURENT JOUVET
ALICE MARY CONNALLY FISK
RUDOLFO ANAYA
THOMAS GIFFORD
CARLA COOK
ANNA SEWELL
HART
ANGELA NISSEL
PENN JILLETTE
JOHN DALMAS
GEORGE LUCAS
RUPERT EVERETT
TODD CRAMER
LIZZIE SIMON
L. A. GRAF
HEINZ TOPHINKE
GREGORY WHITE SMITH
RANI MANICKA
PATRICIA A. MCKILLIP
GARY BLACKWOOD
ANDRÉ GIDE
JACK DANN
KINGSLEY AMIS
SUSANNE DAHMANN
KIM NEWMAN
WILLIAM COUGHLIN
KELLEY JONES
ROBERT CAMERON
PATRICIA PURVIS
SR. MARY JEAN DORCY
SUSAN CHEEVER
BARBARA ERSKINE
LACRETELLE
SHARON SCHULZE
DAN FRANCK
SANDRA WEST PROWELL
DJIAN
JOAN DIDION
ETHAN BECK
O.E. ROLVAAG
TERRY SWINTON
MELANIE GEORGE
JANIE JASIN
SANDRA CHASTAIN
ELLEN JAMES
JAHNNA N MALCOLM
SUSAN ADLER
GINA MAYER
EVE GLADSTONE
BRANDON
MARY TATEM
ARTHUR LUTHER
STEVE GOLDBERG
MARK BAKER
NIK SCOTT
MORTON RHUE
JUSTINE FONTES
DAN GREENBURG
DANIEL HALPERN
WALTER NUGENT
DANIEL SHEALY
RICHARD ZOOZMANN
FRAN GARE
MILTON VIORST
MATEU
NINA MCPHERSON
JACKIE AHER
LARRY GONICK
AMY TAN
BILL QUINN
DAVID THURLO
PETE DEXTER
TESSA DUDER
PHILLIP C. MCGRAW
ELIZABETH THORNTON
JAMES MOLONEY
LUKE DAVID
ANNE HIGGINS
JOHN BURNINGHAM
ERIC SANVOISIN
ANTOINETTE BOSC
FRED SHOEMAKER
ARTHUR HERZOG
JERRY W. WARD
KURT COBAIN
DONALD A. MACKENZIE
STEPHEN ENGELBERG
GIORGIO COLLI
DEBORAH EISENBERG
THOMAS SWAN
JESSICA MARCHANT
TERENCE DICKINSON
CLARA B. MILLER
MICHAEL SPRING
LESLIE DAVIS
ENID C. KING
LOUIS SACHAR
TAOIST MASTER ALFRED HUANG
TOM DOWD
JAIME O'NEILL
MICHAEL CURTIS FORD
KIMBERLY WAGNER
HELEN EUSTIS
MARY FRANCIS SHURA
KEITH JARRETT
MCKAY JENKINS
STUDS TERKEL
JAMES LEE BURKE
LIESELOTTE KOLANOSKE
INGRID TOMEY
HELMUT DIERLAMM
OLIVIER BOURNAC
MATT SEATON
DIPIKA MUKHERJEE
EMINE SEVGI OZDAMAR
PAUL (ED) ATTERBURY
HELENE CIXOUS
IRENE NORTHAN
J. G. FARRELL
JEAN-BERNARD POUY
ELIZABETH NIXON WEAVER
BRENDA GIULIANO
WILLIAM KNOWLTON ZINSSER
JAMES RUNCIE
SARAH TEMPLE
JENNIFER GREENE
SIMEON MARGOLIS MD PHD
MR. AL BIONDI
PHILIP ROTH
ALEXANDER MARSHALL
JANE GOODALL
J. P. DONLEAVY
CHRISTINE FEEHAN
MARY KAY ASH
LYNNE HINTON
ALEXANDER TROCCHI
BUD MACFARLANE JR.
JACK FINNEY
HARLAN COBEN
DAVID ADAMS RICHARDS
JANE BROWNE
JUDY ASTLEY
ROBERT ASPRIN
MICHEL DE MONTAIGNE
STED MAYS
TOM SHRODER
MARVIN MILLER
WENDY LEIGH
ALAN M. DERSHOWITZ
CARL NORAC
STEPHEN LAWS
RACHEL CUSK
BEATLES
JACEY FORD
ALETHEA HAYTER
REGINA SCHILLING
THOMAS CUMMINGS
 OWEN (EDITOR) CUTHBERT
MARY TAYLOR SIMETI
ALFRED DE MUSSET
NANCY MILFORD
JED GILLEN
L. KATE DEAL
PHILIP NORMAN
VIRGINIA WOOLF
COLIN HIGGINS
AARON ASHER
MARY JANE BEGIN
ROLAND J. GREEN
KATHLEEN NADEAU
ELIZABETH CRAIG
HELEN HOOVEN SANTMYER
TD JAKES
ROBERT GREENBERGER
SHELLEY SYKES
MARK FINLEY
FELIKS TOPOLSK
ANN THORNHILL
STEVEN BRUST
T. L. GRAY
JORGE LUIS BORGES
JOANNA HINES
BRUCE PANDOLFINI
JUNIUS PODRUG
RACHEL HARRIS
PAULI MURRAY
HARVILLE HENDRIX
JEAN-PAUL SARTRE
CAROLINE LEAVITT
JAMES BANNON
FRANK NORRIS
HAMILTON CRANE
JEFF COGHILL
DAVID ISAACS
NICHOLAS EDWARDS
ELIZABETH KNOX
STEFANIE SCOTT
ILONA KOIDAHL
JAMES NEFF
GRETA K. NAGEL
HEIDI E. Y. STEMPLE
JEAN-PIERRE GÉRAULT
KATE WELSH
RACHEL NAOMI REMEN
WILLIAM JEREMIAH COUGHLIN
CRAIG JOSEPH DANNER
KAREN RAUCH CARTER
SUSAN FELDMAN
RANDALL WALLACE
NANCY HUSTON
ARTHUR ROTH
MICHAEL LEDWIDGE
ALAIN DUCHESNE
JACKIE COLLINS
PHIL GROSS
JOHN FOLLAIN
IAN SMALL
C S LEWIS
ROBIN  COOK
JOSEPH VARGO
DONALD W. HAYWARD
ELLEN GILCHRIST
RONALD SANDERS
HANS LOFFEL
EDWARD ABBEY
JUDITH KELMAN
KRISTEN STAGG
TAMAR MYERS
THOMAS MCNALLY
MARGARET BUNSON
TERESA NORMAN
CHARLES BARKLEY
BROOKE ZIMMER
KEN AKAMATSU
ROBBIE DINGEMAN
WOLFRAM FLEISCHHAUER
CAROL ANN DUFFY
VICTOR KELLEHER
DEREK JACOBI
MARYANNE VOLLERS
JOE KRUSH
ELIZABETH LESSER
JIM CURRIE
MOLLY BROWN
ALICE MILLER
P. A. BIEN
CATHERINE SIMMONS NIVEN
LISA LEGARDE
JAMES M. HENSLIN
MARJORIE HOLMES
KATHERINE KETCHAM
MALCOLM ROSE
EUDORA WELTY
T. J. REED
PERRI O'SHAUGHNESSY
JOANNE RYDER
SINCLAIR LEWIS
GEORGE C. WILSON
MELISSA LOWELL
W.E.B. GRIFFIN
JOHN PASCAL
JANE HISSEY
JESSICA MAXWELL
ROBERT ELLSBERG
DEREK NELSON
KARL LEOPOLD VON LICHTENFELS
ERIK S. ROSENAA
JOE BENITEZ
VIQUI LITMAN
GENNADY SPIRIN
JILL DUPLEIX
BRIAN HERON
DEBORAH CROMBIE
JEAN-PIERRE HARRISON
LEONARD BARDEN
JAY HEINRICHS
CHARLES FREDERICK MAIN
DOUGLAS LINDSAY
APSLEY CHERRY GARRARD
ROGER PRICE
RICHARD ELLMANN
PETER BLEKSLEY
CAROLYN PARKHURST
JANE FEATHER
JOHN KENNEDY TOOLE
ALZIR HE
MARIANN
CHRISTIE GOLDEN
SCOTT RICE
DOUG RICHARDSON
ED NAHA
ALLEN EDGAR
BARBARA BRETTON
KIM JOHNSON GROSS
PEGGY WEBB
ALYSSA DEAN
MARCUS STONE
KIMBERLEE K. KOVACH
DR. CHARLES F. STANLEY
ELAINE WEINMANN
PAT WIDMER
NANCY KILPATRICK
HAJIME YADATE
NORMAN LINDSAY
JOHANNES PIRON
ANABEL KINDERSLEY
YOSHIKAWA
ZACHARY LAZAR
JENNIFER L. LEO
PHYLLIS ANN KARR
CHINA MIEVILLE
GREGORY RABASSA
WAKAKO YAMAUCHI
KAREN RANNEY
JOHN STEVENS
JERRY SPRINGER
CHRIS ROCK
CLAIRE MARIA FORD
NOBUYUKI ANZAI
PETER BLAUNER
JACK FULLER
LOUISE HAY
MARY LYONS
W. ALLEN WERNEKEN
LINCOLN CHILD
LORETTA LYNDA CHASE
FRED GROVE
ELAINE FANTLE SMIMBERG
FARLEY MOWAT
KATHLEEN G. NADEU
HANS CHRISTIAN ANDERSEN
ALEX PATE
STORYTIME COLLECTION CHILDRENS
AXEL MERZ
P.J. LYNCH
TUI SUTHERLAND
CAISEAL MOR
LEE CORREY
P. W. ATKINS
BRUCE W. HOZESKI
CLEO COYLE
WILLIAM JOHNSTON
WILLIAM STUART LONG
MICHEL ONFRAY
KEN BECK
BIRGIT VANDERBEKE
ANN WRIGH
JACK ZIPES
JEAN HAGER
MARK E. THIBODEAUX
DANIEL AKST
JULIAN CASSELL
GEOFFREY OF MONMOUTH
BERNARD GAGNEBIN
TIM JEAL
IONICUS - JOSHUA ARMITAGE;
ALEXA HENNIG VON LANGE
J. C. SUARES
TRATSCHKE
RALPH SCHOENSTEIN
CHRISTOPER PLUMMER
ART BUCHWALD
JACK MCDOWELL
ALVIN SCHWARTZ
SARAH BAN BREATHNACH
BOOTH TARKINGTON
RAYMOND REGH
GERHARD ROTH
ANNE MATSUMOTO STEWART
CAFI COHEN
HANNAH WHITALL SMITH
JOHN ARCHAMBAULT
REX WEYLER
ROBERT NISBET
JILL STENGL
SCOTT ADAMS
KEVIN BAKER
TERRY DEVANE
JOHN KAPLAN
RYAN WHITE
VICTORIA PRICE
JENS JENSEN
LINDA WOLFE
THERESA CAPLAN
PHYLLIS GATES
E. LYNN HARRIS
BRIAN BOND
JUDITH STACY
JOHN FITZGERALD
SARAH-KATE LYNCH
BARBARA FINN HEWITT
SUNSET
KATHY LOVE
ISELIN C. HERMANN
PAMELA TOWNLEY
V.S. NAIPAUL
EMMA CRAIG
MOLIÈRE
NORMA SMALLEY
ALICE LECCESE POWERS
PAT WALLACE
SHEILA GORDON
MICHEL QUOIST
KEVIN ANDERSON
BRUCE CHATWIN
M. E. BRADFORD
DOROTHY B. HUGHES
KATHY LAMANCUSA
ROBERT H. BOYER
THE LATE A. S. L. FARQUHA
STEPHEN HICKMAN
MARK TWAIN
DANIEL MANUS PINKWATER
UTA HEGE
MARIE NIMIER
MICHAEL PYE
KATHERYN PFISTERER DARR
SHAUN WHITESIDE
JOSEPH KIERMEIER-DEBRE
RICHARD E. ECKER
ROBERT K. RESSLER
MATHEW TEKULSKY
ANNE MARIE WINSTON
MEL GILDEN
BERND HEINRICH
NORMA MAZER
MANDA SCOTT
ROBERT DONALD SPECTOR
LES ROBERTS
DAVID WALLECHINSKY
MARIE T. MORREALE
W. R.  MITCHELL
MANDY WAGSTAFF
HOMER
LYNN SWEAT
BEVERLEY HARPER
ARTHUR WATTS
E.S. MOONEY
ISABEL ALCÁNTARA
CHRISTIE RIDGWAY
DOREEN DAUME
VIKRAM CHANDRA
RUTHIE BOLTON
MIGUEL ANGEL ASTURIAS
NATHANIEL  PHILBRICK
JOHN DE CHANCIE
SYLVIE WICKSTROM
TRACY CHEVALIER
HERMAN MILLER
JOHN SKIPP
MICHIO KAKU
CHUCK SCARBOROUGH
JANICE KINNEALY
PHILIP HAZEL
MERCER MAYER
JOHN A. CURRY
MAGGIE
C.G. JUNG
TOM SHARPE
HYEMEYOHSTS STORM
FRANCOISE SAGAN
MARILYN PAPPANO
LYNN KURLAND
PAULA VOLSKY
JOSI GUADALUPE POS
WOLFGANG HOHLBEIN
KATHERINE HALL PAGE
LOREN LESTER
DEBORAH SMITH
DAVID AMBROSE
GREG GIANGRANDE
RUTH V. WARD
BILL CHALKER
JACK E. DAVIS
ELIZABETH ANN SCARBOROUGH
ANHUA GAO
LYNNE CRAVATH
REIKO MOMOCHI
RICHARD H. PITCAIRN D.V.M.
CLAMP
JONATHAN TROPPER
LINDA FRENCH
MARTY BECKER
MOSES HADAS
JOHN HARDING
GREG MATTHEWS
DEBORAH CAMP
COLIN LARKIN
NEALE S. GODFREY
JENIA GRAMAN
MARTIN V. RICCARDO
JACK GEASLAND
JEAN-JOSEPH JULAUD
MERV GRIFFIN
